synset	label	lemma
11445187-n	X	gelombang delta
11445395-n	O	pengendapan
11445395-n	O	sedimentasi
11445753-n	O	eksfoliasi
11446598-n	X	diapedesis
11446771-n	X	dichroisma
11446934-n	O	difraksi
11447153-n	X	listrik arus searah
11447153-n	X	listrik dc
11447532-n	O	interupsi
11448153-n	O	badai debu
11448153-n	X	badai pasir
11448475-n	X	angin barat laut
11448593-n	X	angin baratdaya
11448835-n	X	energi elastis
11449002-n	X	peristiwa listrik
11449419-n	X	daya listrik
11449658-n	O	medan listrik
11449658-n	X	electric field
11449784-n	X	panas dielektrik
11450453-n	X	teori galva
11450566-n	X	energi listrik
11450869-n	O	gelombang elektromagnetik
11450869-n	X	radiasi elektromagnetik
11451310-n	X	gelombang hertz
11451442-n	O	spektrum elektromagnetik
11451944-n	X	spektrum emisi
11452079-n	O	energi
11452218-n	O	energi bebas
11452750-n	X	energi statis
11453210-n	X	energi diam
11453210-n	X	energi hilang
11454591-n	X	empohan
11455092-n	O	banjir bandang
11455092-n	X	banjir cepat
11455386-n	X	banjir nabi nuh
11455901-n	O	rantai makanan
11456083-n	X	piramida makanan
11456273-n	X	siklus makanan
11456760-n	X	medan gaya
11457283-n	X	gaya listrik searah
11457392-n	X	gaya magnetik searah
11458102-n	O	fluoresen
11458102-n	O	fluoresens
11458102-n	X	floroensis
11458102-n	X	fluoresensi
11459907-n	X	ekspresi gen
11459907-n	X	ekspresi genetik
11459907-n	X	ekspresi genetika
11460063-n	O	aberasi
11460281-n	X	gesekan adhesif
11460488-n	O	gelombang udara
11460728-n	X	gelombang udara hangat
11460829-n	X	gelombang udara dingin
11461268-n	O	efek rumah kaca
11461268-n	X	definisi efek rumah kaca
11461268-n	X	efek rumah hijau
11461825-n	O	angin kencang
11461825-n	X	gale
11462526-n	O	angin kencang
11463073-n	X	gamma ray
11463647-n	X	hamburan cahaya langit
11464027-n	X	medan gravitasi
11464143-n	X	gaya gravitasi
11464784-n	X	gravitasi matahari
11464926-n	X	letupan senapan
11465297-n	X	angin keras
11465425-n	X	angin pasir
11465530-n	O	hujan es
11465530-n	X	hujan batu es
11465688-n	O	badai es
11466043-n	X	energi panas
11466337-n	X	energi panas bumi
11466337-n	X	tenaga geothermal
11466701-n	X	temperatur panas
11466909-n	X	kepanas lembaban
11467018-n	O	angin topan
11467202-n	X	hidroelektrisitas
11467202-n	X	pembangkit listrik tenaga air
11467318-n	X	histeresis
11467543-n	O	kabut es
11467650-n	O	badai es
11468442-n	X	induksi utama
11468578-n	X	induksi sendiri
11468973-n	O	momen inersia
11469108-n	X	percepatan sudut
11469265-n	X	kecepatan putar
11469265-n	X	kecepatan sudut
11469481-n	O	sinar inframerah
11470008-n	O	propulsi jet
11470348-n	O	arus listrik
11470492-n	O	energi kinetik
11470492-n	X	energi gerak
11470492-n	X	energi kinetis
11470621-n	X	panas disosiasi
11470765-n	X	formasi panas
11470933-n	X	solusi panas
11471097-n	X	panas laten
11471359-n	X	panas kondensasi
11471578-n	X	energi fusi
11471977-n	X	energi sublimasi
11472131-n	X	energi vaporisasi
11472352-n	X	tingkat kepanasan
11472503-n	X	sinar energi tinggi
11472699-n	X	sinar panas
11472820-n	O	sinar inframerah
11473033-n	X	angin levanter
11473138-n	X	pengungkitan
11473807-n	X	roda kehidupan
11473954-n	X	cahaya yang dapat dilihat
11473954-n	X	panjang gelombang tampak
11473954-n	X	sinar tampak
11473954-n	X	spektrum kasat mata
11473954-n	X	spektrum optik
11474774-n	X	elf
11474774-n	X	elves
11475682-n	O	Gaya Lorentz
11475682-n	X	gaya lorentz
11476231-n	X	elektrisitas atmosfer
11476430-n	X	luminansi
11476619-n	O	bioluminesensi
11476619-n	X	bioluminansi
11476767-n	X	kimialuminansi
11476939-n	X	energi luminansi
11477041-n	X	magnetosfer
11477269-n	X	medan magnet matahari
11477384-n	O	medan magnet
11477384-n	X	fluks magnetik
11477582-n	X	medan radiasi
11477710-n	X	tempo dalam irama
11477921-n	O	resonansi
11477921-n	O	talun
11478171-n	X	getaran gelombang
11478299-n	O	resonansi
11478299-n	O	talun
11478514-n	X	inti resonansi
11478682-n	X	resonansi magnetik
11478898-n	X	resonansi medan magnetik
11479058-n	X	gaya megnetik
11479368-n	O	elektromagnetik
11479640-n	X	antiferromagnetik
11479816-n	O	diamagnetisme
11479816-n	X	diamagnetik
11480091-n	X	ferrimagnetik
11480091-n	X	ferrimagnetisme
11480284-n	X	ferromagnetik
11480521-n	X	paramagnet
11480521-n	X	paramagnetik
11480521-n	X	paramagnetisme
11481209-n	X	suara ultrasonik
11481334-n	X	posisi benda
11481487-n	X	arah balistik
11481824-n	X	massa yang hilang
11482013-n	O	energi mekanis
11482013-n	X	energi mekanik
11482579-n	X	midnight sun
11482579-n	X	taiyou no uta
11482873-n	X	mistral
11483179-n	X	momen dua benda
11483354-n	X	momen dipol
11483472-n	X	momen elektrik dipol
11483580-n	X	momen magnetik dipol
11483829-n	O	momen magnetik
11484260-n	X	bintang jatuh
11484570-n	X	munson
11484741-n	X	munson
11484975-n	X	moonlight
11485186-n	X	starlight
11485264-n	X	ledakan angin matahari
11485367-n	O	radiasi matahari
11485367-n	O	surya
11485367-n	X	sinar matahari
11485774-n	X	sinar lemah
11485907-n	X	pancaran partikel
11486049-n	X	pancaran ion
11486381-n	X	apoptosis
11486708-n	X	necrosis
11486983-n	X	miokrosis
11487533-n	X	halo matahari
11488160-n	X	propulsi inti nuklir
11488387-n	O	arus laut
11488387-n	X	arus air laut
11488387-n	X	arus samudera
11488387-n	X	arus samudra
11488601-n	X	el nino
11488828-n	X	el nino
11489070-n	X	arus equatorial
11489230-n	X	arus equatorial utara
11489383-n	X	arus equatorial selatan
11489686-n	X	arus jepang
11490058-n	O	opasitas
11490257-n	X	opasitas cahaya
11490335-n	X	radiopasitas
11490463-n	X	bayangan optik
11490463-n	X	ilusi optis
11490638-n	X	peristiwa optik
11491026-n	X	phosphorescence
11491194-n	X	fotoelektrisitas
11491308-n	O	piezoelektrik
11491308-n	X	efek piezoelektrika
11491619-n	X	pleokroisme
11492240-n	O	depolarisasi
11492388-n	X	polimorfisme
11492643-n	O	dimorfisme
11492833-n	X	polimorfisme
11493083-n	O	dimorfisme
11493266-n	X	polimorfisme
11493827-n	X	petensial listrik
11494472-n	O	energi potensial
11495041-n	X	tingkatan tekanan
11496296-n	X	kepala hidrostatik
11496881-n	X	tekanan osmotik
11497586-n	O	angin besar
11498679-n	X	roket propulsion
11498850-n	X	reaksi propulsion
11499091-n	X	energi radian
11499284-n	O	radiasi
11499510-n	X	radiasi partikulasi
11500349-n	X	gelombang ionosfer
11500458-n	X	gelombang tanah
11500570-n	X	sinyal radio
11500679-n	X	spektrum massa
11500816-n	X	spektrum gelombang mikro
11501230-n	X	gelombang pembawa
11501737-n	X	hujan badai
11501864-n	X	badai musiman
11501988-n	X	hujan petir
11502695-n	O	rekognisi
11503482-n	X	pembiasan ganda
11503644-n	O	resistansi
11503813-n	X	konduktansi
11503968-n	O	impedansi
11503968-n	O	resistansi
11503968-n	O	tahanan listrik
11503968-n	X	hambatan listrik
11503968-n	X	resistansi listrik
11503968-n	X	resistensi listrik
11503968-n	X	resitensi listrik
11504225-n	X	ohmeter
11504478-n	X	resistansi akustik
11504750-n	X	reluktansi
11504898-n	X	perlambatan fluida
11505057-n	X	hambatan suara
11505057-n	X	penghantar suara
11505210-n	X	gesekan udara
11506167-n	O	Hamburan
11506349-n	X	sintilasi
11507000-n	O	hujan meteor
11507797-n	O	efek kulit
11507951-n	O	hujan es
11508382-n	X	salji turun
11509066-n	X	serpih salju
11509204-n	O	virga
11509377-n	X	debu berlian
11509570-n	O	badai salju
11509697-n	O	energi matahari
11509697-n	X	energi surya
11509968-n	X	insolasi
11510067-n	O	radiasi matahari
11510067-n	X	tetapan matahari
11510223-n	X	semburan matahari
11510411-n	X	prominence matahari
11510571-n	X	angin matahari
11510571-n	X	angin surya
11510714-n	X	spektrum suara
11510896-n	X	spektrum suara
11511523-n	X	hantaran listrik
11511765-n	O	distorsi
11512144-n	X	distorsi nonlinier
11512331-n	X	proyeksi suara
11512650-n	X	penghantar listrik
11512992-n	X	propagasi
11513179-n	O	Efek Doppler
11513179-n	O	Perpindahan Doppler
11513179-n	X	efek doppler
11513357-n	X	pergeseran merah
11513357-n	X	redshift
11513357-n	X	spektrum pita merah
11513631-n	X	gelombang depan
11514171-n	X	garis squall
11514288-n	X	distorbansi listrik
11514462-n	X	listrik statik
11514559-n	X	listrik dinamik
11514672-n	O	termolistrik
11515526-n	X	titik jenuh
11515644-n	X	terlalu tegang
11515849-n	X	cahaya obor
11515935-n	O	aram temaram
11516113-n	X	gaya dasar
11516113-n	X	gaya fundamental
11516113-n	X	interaksi dasar
11516113-n	X	interaksi fundamental
11516439-n	X	gaya elektromagnetik
11516439-n	X	interaksi elektromagnetik
11516659-n	X	interaksi gravitasi
11516819-n	X	gaya nuklir kuat
11517210-n	X	gaya nuklir lemah
11518915-n	X	gelombang tetha
11519253-n	X	badai petir
11519702-n	O	torsi
11520271-n	X	tramontana
11520435-n	X	transgresi
11520619-n	X	transparasi
11520821-n	X	trikroisma
11520989-n	O	turbulensi
11521145-n	O	taifun
11521145-n	X	typhoon
11521267-n	X	aliran turbulen
11521824-n	O	lamina
11521940-n	O	radiasi ultraviolet
11521940-n	O	sinar ultraungu
11522325-n	X	spektrum ultraviolet
11523031-n	O	tekanan uap
11523031-n	X	tekanan uap air
11523256-n	X	gambar virtual
11523369-n	X	spektrum kasat mata
11523538-n	O	voltase
11523736-n	X	gaya magnetotomotif
11523839-n	X	gaya vital
11525480-n	O	angin barat
11525779-n	O	angin puyuh
11526894-n	X	energi angin
11527014-n	X	badai angin
11527177-n	X	radiasi sinar x
11527386-n	X	difraksi sinar x
11528225-n	O	paralaks
11528427-n	X	efek tindal
11528636-n	X	paralaks heliosentrik matahari
11528939-n	X	paralaks geosentrik
11529158-n	X	paralaks horisontal
11529295-n	O	pulsa
11529441-n	X	paralaks matahari
11529603-n	X	kerajaan tumbuhan
11530008-n	X	mikroflora
11530008-n	X	tumbuhan mikroskopik
11530149-n	X	sel tanaman
11530512-n	X	tanaman budidaya
11530715-n	O	endemi
11530990-n	X	tanaman tak berbunga
11531334-n	O	liana
11531334-n	X	tumbuhan-merambat
11531457-n	X	talofita
11531701-n	X	talofita
11532017-n	X	bagian tumbuhan tanpa batang
11532017-n	X	karakteristik talofita
11532017-n	X	talus
11532194-n	X	talus-kerak
11532547-n	O	kaliptra
11532816-n	X	ascocarp
11533026-n	X	acervulus
11533212-n	X	basidiocarp
11533365-n	X	peridium
11533472-n	X	ascoma
11533622-n	X	apotesium
11533772-n	X	cleistocarp
11533772-n	X	kleistotesium
11533999-n	X	domasium
11534161-n	X	podesium
11534434-n	X	divisi-tracheofita
11534434-n	X	tracheofita
11534677-n	X	ordo-tumbuhan
11536087-n	O	ornamental
11536230-n	X	tanamam-pot
11536369-n	X	akrogen
11536369-n	X	tumbuhan tidak berbunga
11536567-n	X	apomik
11536673-n	O	tumbuhan air
11536778-n	O	briofita
11536778-n	X	divisi-briofita
11537327-n	O	briofita
11537327-n	X	tumbuhan kara
11537327-n	X	tumbuhan lumut
11537327-n	X	tumbuhan-tak-berpembuluh
11537506-n	X	lumut daun
11537506-n	X	lumut sejati
11537506-n	X	moss
11537506-n	X	musci
11537665-n	X	keluarga-lumut
11537886-n	X	genus-lumut
11538123-n	X	anteropsida
11538123-n	X	kelas-anteropsida
11538341-n	X	antoserotales
11538341-n	X	ordo-antoserotales
11538582-n	X	anthocerotaceae
11538582-n	X	keluarga-anthocerotaceae
11538716-n	X	anthoceros
11538716-n	X	genus-anthoceros
11538935-n	O	Bryopsida
11538935-n	X	bryopsida
11538935-n	X	kelas-bryopsida
11538935-n	X	kelas-musci
11538935-n	X	lumut sejati
11538935-n	X	musci
11539289-n	X	acrocarp
11539289-n	X	lumut-acrocarp
11539467-n	X	bukan batang utama
11539467-n	X	jamur-pleurocarp
11539467-n	X	pleurocarp
11539675-n	X	andreaeales
11539675-n	X	ordo-andreaeales
11542640-n	X	hepaticae
11542640-n	X	hepatichopyta
11542640-n	X	hepaticophyta
11542640-n	X	marchantiophyta
11543429-n	O	Marchantiales
11543602-n	O	Marchantiaceae
11543792-n	O	Marchantia
11545714-n	X	tumbuhan paku
11551044-n	X	tenda bunga
11552386-n	X	tumbuhan berbiji
11552594-n	O	taoge
11552594-n	O	toge
11595312-n	O	Gimnospermae
11595312-n	O	Gymnospermae
11595312-n	X	Tumbuhan berbiji terbuka
11596108-n	X	tumbuhan berbiji terbuka
11597657-n	X	gnetum
11597657-n	X	gnetum gnemon
11597657-n	X	mlinjo
11600139-n	O	Cycadophyta
11600372-n	X	cycadophyta
11600900-n	O	Cycadaceae
11600900-n	O	Cycas
11600900-n	O	Pakis haji
11600900-n	O	Sikas
11600900-n	X	Pakis aji
11600900-n	X	Suku pakishaji-pakishajian
11603835-n	X	macrozamia
11608055-n	O	Tusam
11608250-n	X	pine tree
11623105-n	X	pohon cedar
11623304-n	X	pohon cedar
11630017-n	X	pohon cedar
11632167-n	X	Cupressus macrocarpa
11645271-n	O	Araucariaceae
11645914-n	X	araucaria
11647131-n	O	Agathis
11647131-n	O	Agatis
11651259-n	O	Podocarpaceae
11664418-n	X	ginkgo
11665372-n	X	tumbuhan berbunga
11665781-n	X	Tumbuhan berbiji belah
11668117-n	X	tumbuhan berkeping biji tunggal
11672400-n	X	wildflower
11675537-n	O	polen
11675537-n	O	serbuk sari
11675537-n	X	pollen
11677743-n	O	daun buah
11677743-n	X	karpela
11677743-n	X	karpelum
11686398-n	X	cotyledon
11686398-n	X	daun lembaga
11686398-n	X	kotil
11687071-n	O	gametofit
11690455-n	X	corolla
11690455-n	X	mahkota bunga
11690612-n	O	sepal
11690612-n	X	calyx
11692952-n	O	Ranunculales
11693566-n	O	Annonaceae
11695085-n	O	srikaya
11697158-n	O	Berberidaceae
11702081-n	O	Ceratophyllum
11702428-n	O	Cercidiphyllaceae
11702566-n	O	Cercidiphyllaceae
11702999-n	O	Lardizabalaceae
11703386-n	O	Lauraceae
11706942-n	X	red bay
11706942-n	X	red bay, alabama
11712827-n	O	Menispermaceae
11713960-n	O	Myristicaceae
11714618-n	O	Nymphaeaceae
11714618-n	O	Telepok
11714618-n	O	Telipuk
11715207-n	O	Teratai
11717007-n	O	Nelumbonaceae
11717239-n	O	Nelumbonaceae
11717239-n	O	Teratai
11718911-n	O	Paeoniaceae
11719286-n	X	paeoniaceae
11719468-n	O	Ranunculaceae
11722769-n	O	Aconitum
11737125-n	O	jintan hitam
11737125-n	X	habbatussauda
11739530-n	O	Winteraceae
11740824-n	O	Myricaceae
11742745-n	O	Leitneriales
11743109-n	O	Juncaceae
11746224-n	O	Connaraceae
11746776-n	O	Legum
11746776-n	O	Leguminosae
11746776-n	O	Papilionaceae
11746776-n	O	Polong-polongan
11746776-n	O	Tumbuhan polong
11746776-n	X	Suku kacang-kacangan
11746776-n	X	Suku polong-polongan
11746776-n	X	Tanaman legum
11746776-n	X	Tumbuhan Berbunga Kupu-kupu
11746776-n	X	Tumbuhan legum
11755319-n	O	putri malu
11755319-n	X	mimosa pudica
11756092-n	X	acacia
11758799-n	O	biji saga
11758799-n	O	saga pohon
11758799-n	X	adenanthera pavonina
11759853-n	X	ki hujan
11759853-n	X	tari saman
11760785-n	X	calliandra
11762433-n	O	kemlandingan
11762433-n	O	lamtoro
11762433-n	O	lamtoro gung
11762433-n	O	petai cina
11762433-n	X	leucaena glauca
11762433-n	X	leucaena leucocephala
11762433-n	X	petai selong
11763874-n	O	Kedaung
11766609-n	O	Apocynaceae
11766609-n	O	Asclepiadaceae
11769002-n	O	Adenium
11769803-n	X	allamanda cathartica
11772408-n	O	tapak dara
11772408-n	X	catharanthus roseus
11772408-n	X	rosy periwinkle
11773860-n	X	Bunga jepun
11774279-n	O	Kamboja
11774279-n	O	Kemboja
11778391-n	O	Arales
11778534-n	O	Araceae
11778534-n	X	Suku talas-talasan
11778534-n	X	Talas-talasan
11780589-n	O	Acorales
11780930-n	O	jeringau
11781430-n	O	Aglaonema
11781430-n	X	Sri rejeki
11782761-n	X	amorphophallus
11782761-n	X	amorphophallus, bunga bangkai
11783488-n	O	bunga bangkai
11783920-n	X	anthurium
11785668-n	X	caladium
11785668-n	X	keladi hias
11786539-n	X	taro
11787391-n	O	Dieffenbachia
11787391-n	O	Dipenbahia
11787391-n	X	Bunga bahagia
11787391-n	X	Daun bahagia
11788727-n	X	epipremnum aureum
11788727-n	X	epipremnum pinnatum
11788727-n	X	scindapsus aureus
11788727-n	X	sirih gading
11791341-n	X	philodendron
11791569-n	O	apu-apu
11791569-n	O	kayu apu
11791569-n	X	pistia
11791569-n	X	pistia stratiotes
11793252-n	O	Talas
11793779-n	O	kala lili
11796744-n	O	Araliaceae
11800799-n	O	Aristolochiales
11801247-n	O	Aristolochia
11803118-n	O	Rafflesiaceae
11803277-n	O	Hydnoraceae
11804082-n	O	Caryophyllales
11804604-n	O	Caryophyllaceae
11808468-n	X	bunga anyelir
11818945-n	O	Aizoaceae
11822557-n	O	Amaranthaceae
11822849-n	X	Bayam biji
11822849-n	X	Daun bayam
11825351-n	O	jengger ayam
11827348-n	O	Bataceae
11828973-n	X	allgood
11828973-n	X	allgood, alabama
11835568-n	X	horenso
11835568-n	X	spinach
11835806-n	O	Nyctaginaceae
11838916-n	O	bugenvil
11838916-n	X	bougainville
11838916-n	X	bougainvillea
11838916-n	X	bougenville
11838916-n	X	kembang kertas
11839823-n	X	bunga pukul empat
11841529-n	O	Kaktus
11854760-n	O	Phytolaccaceae
11856981-n	O	Portulacaceae
11857696-n	X	krokot
11857696-n	X	portulaca
11857696-n	X	portulaka
11858077-n	X	gelang biasa
11858077-n	X	portulaca oleracea
11864364-n	O	Papaverales
11867525-n	O	Brassicaceae
11867525-n	O	Cruciferae
11867525-n	X	Kubis-kubisan
11871496-n	X	Arabidopsis thaliana
11875100-n	O	Brasika
11875100-n	O	Brassica
11877646-n	X	brassica rapa
11878633-n	X	brassica juncea
11878633-n	X	brown mustard
11878633-n	X	green mustard
11878633-n	X	indian mustard
11878633-n	X	mustar india
11878633-n	X	sesawi coklat
11879505-n	X	b. nigra
11879505-n	X	black mustard
11879505-n	X	brassica nigra
11879505-n	X	sesawi hitam
11879722-n	X	brassica napus
11879722-n	X	canola
11879722-n	X	kanola
11879722-n	X	raps
11879895-n	X	brassica napus
11896519-n	X	brassica alba
11896519-n	X	brassica hirta
11896519-n	X	mustar putih
11896519-n	X	mustard putih
11896519-n	X	sesawi putih
11896519-n	X	sinapis alba
11896519-n	X	sinapis hirta
11900058-n	O	Papaveraceae
11911274-n	O	Campanulales
11911591-n	O	Asteraceae
11911591-n	O	Compositae
11915214-n	X	tumbuhan komposit
11915899-n	X	everlasting
11921200-n	O	Anaphalis
11928549-n	X	apsintus
11963158-n	O	Aemilia
11963158-n	O	Emilia
11970586-n	X	gailardia
11970586-n	X	gaillardia
11971600-n	O	Gerbera
11971600-n	O	Herbras
11995092-n	X	chamomile
12015384-n	O	Silybum
12015525-n	X	silybum
12023108-n	X	tanacetum
12023108-n	X	tanacetum parthenium
12023996-n	O	Randa Tapak
12024176-n	X	randa tapak
12024445-n	X	tanaman jombang
12036533-n	O	Campanulaceae
12036533-n	O	Lobeliaceae
12039743-n	O	Anggrek
12039743-n	O	Orchidaceae
12039743-n	X	Suku anggrek-anggrekan
12041446-n	X	orchid
12050533-n	X	cattleya
12055516-n	X	cymbidium
12059314-n	X	dendrobium
12074408-n	X	oncidium
12076852-n	O	anggrek bulan
12078954-n	O	Pleione
12082131-n	X	bunga limau
12086778-n	O	vanili
12087207-n	O	Burmanniaceae
12087650-n	O	Dioscoreaceae
12088327-n	X	uwi
12088768-n	O	gembolo
12090041-n	O	Primulales
12097746-n	O	Plumbaginales
12097927-n	O	Plumbaginaceae
12100538-n	O	Glumiflorae
12100538-n	O	Graminae
12100538-n	O	Gramineae
12100538-n	O	Padi-padian
12100538-n	O	Poaceae
12100538-n	O	Rumput-rumputan
12100538-n	X	Suku padi-padian
12100538-n	X	Suku rumput-rumputan
12108249-n	O	Andropogon
12109719-n	O	Avena
12110236-n	X	avena fatua
12120347-n	X	tef
12120347-n	X	teff
12132299-n	O	Tebu
12132299-n	X	Saccharum officinarum
12132299-n	X	Sugar cane
12135270-n	X	jewawut
12135270-n	X	juwawut
12141495-n	O	serealia
12143572-n	O	Teosinte
12147031-n	O	Awi
12147031-n	O	Bambu
12147031-n	O	Betung
12149751-n	O	Cyperaceae
12151615-n	X	cyperus rotundus
12151615-n	X	teki ladang
12154228-n	O	Pandanales
12154426-n	O	Pandanaceae
12155259-n	O	Typhaceae
12156308-n	O	Sparganiaceae
12157276-n	O	Cucurbitaceae
12163824-n	O	melon
12164363-n	X	cucumis melo
12165384-n	X	ketimun suri
12166929-n	X	luffa acutangula
12167749-n	O	Goodeniaceae
12169776-n	O	Bombacaceae
12169776-n	O	Malvaceae
12169776-n	O	Sterculiaceae
12169776-n	X	Kapas-kapasan
12170585-n	X	mallow, county cork
12172481-n	X	kapasan
12179391-n	O	Bunga Raya
12179391-n	O	Bunga sepatu
12179391-n	O	Worawari
12179391-n	X	Hibiscus rosa sinensis
12179391-n	X	Hibiscus rosa-sinensis
12179391-n	X	Hibiscus rosasinensis
12179391-n	X	Kembang sepatu
12179632-n	O	rosela
12179632-n	X	hisbiscus sabdariffa
12179632-n	X	rosella
12179907-n	X	hibiscus syriacus
12179907-n	X	mugunghwa
12180168-n	X	hibiscus tiliaceus
12188635-n	X	thespesia populnea
12188635-n	X	waru laut
12189429-n	X	randu alas
12189620-n	O	Adansonia
12189620-n	O	Baobab
12190410-n	X	ceiba pentandra
12190410-n	X	kapok randu
12190410-n	X	kapuk randu
12190410-n	X	pohon kapok
12190712-n	O	Durian
12190712-n	O	Durio
12190869-n	X	durio
12190869-n	X	durio zibethinus
12190869-n	X	kadu
12192373-n	O	Elaeocarpaceae
12193964-n	O	Kersen
12195734-n	X	sterculia foetida
12200747-n	O	Bayur
12200747-n	O	Pterospermum
12200747-n	X	Pterospermum javanicum
12201580-n	O	cokelat
12201580-n	O	kakao
12201580-n	X	theobroma cacao
12205694-n	O	terna
12205694-n	X	tanaman herbal
12212810-n	O	Rosidae
12213485-n	O	Proteales
12213635-n	O	Proteaceae
12221191-n	X	macadamia
12224522-n	O	Casuarinaceae
12224522-n	O	Cemara
12224522-n	X	Cemara-cemaraan
12224522-n	X	Suku cemara-cemaraan
12229443-n	X	bunga andromeda
12243459-n	X	bunga andromeda jepang
12250708-n	O	Diapensiales
12251278-n	X	bunga galaksi
12251278-n	X	galax, virginia
12260021-n	O	Fagales
12260208-n	O	Fagaceae
12260208-n	X	Suku pasang-pasangan
12262327-n	O	Kastanya
12262327-n	O	Kastanye
