synset	lemma	annotation	goodness label	confidence	language
03963198-n	platter	KEEP	None	1	English
76100091-x	labuh	KEEP	None	None	None
01999798-v	menemani ke	DELETE	X	None	None
02568672-v	melaksanakan	DELETE	O	None	None
06390512-n	salinan	KEEP	O	1	English
00910101-a	rata	KEEP	O	None	None
02530282-a	berpendingin	KEEP	None	None	None
02150510-v	menyaksikan	KEEP	O	None	None
00892413-n	lokakarya	KEEP	None	1	Polish
00022131-r	sebagai	DELETE	O	None	None
01664172-v	bersedia	DELETE	Y	None	None
00235435-n	mulai	KEEP	O	1	English
01456710-a	sarat	DELETE	O	None	None
90000310-n	bihun	KEEP	None	None	None
00307631-n	berkelilinglah	KEEP	None	1	English
05839024-n	keragaman	DELETE	O	1	English
07560652-n	citarasa	KEEP	None	1	English
13911872-n	dot	KEEP	None	1	English
01739814-v	pelihara	KEEP	None	None	None
07565259-n	hidangan	KEEP	O	1	Finnish
09403427-n	pelangi	KEEP	Y	1	English
90000153-n	pulau ubin	KEEP	None	None	None
02879087-n	karangan	KEEP	O	1	Slovene
02192184-a	60	KEEP	None	None	None
08588152-n	bhg dlm	DELETE	X	1	English
00304252-v	kembang	KEEP	O	None	None
01712704-v	buat	DELETE	O	None	None
00127948-a	yang berikut	KEEP	X	None	None
05143077-n	kepentingan	KEEP	O	1	English
07420770-n	kerusakan	KEEP	O	1	Arabic
00087736-v	mendapati	DELETE	O	None	None
15206296-n	sebulan	KEEP	None	2	Portuguese, Spanish
00098714-r	malah	KEEP	None	None	None
06210791-n	segi	KEEP	O	1	Slovene
01346003-v	buka	KEEP	Y	None	None
08972521-n	selandia baru	KEEP	X	1	Arabic
14429484-n	juara	KEEP	None	1	English
03670849-n	garis lurus	DELETE	X	1	Spanish
05714466-n	wangi	KEEP	O	1	Portuguese
00758333-v	menuntut	DELETE	O	None	None
02629535-v	berisi	KEEP	O	None	None
02670890-v	menyediakan	KEEP	O	None	None
00230746-v	berkembang	KEEP	O	None	None
04952944-n	kilau	KEEP	O	1	English
01380122-v	menyebarkan	DELETE	O	None	None
02236124-v	membutuhkan	DELETE	O	None	None
00089351-n	kembali	KEEP	Y	1	Greek
13761966-n	taburan	KEEP	None	1	English
01935476-v	bersepeda	KEEP	O	None	None
01317533-v	memburu	KEEP	O	None	None
00380568-n	fusion	KEEP	None	1	English
01395821-a	menurut	KEEP	O	None	None
00511555-n	river hongbao	KEEP	None	1	English
09976429-n	makhluk	KEEP	O	1	Spanish
05122557-n	mayoritas	KEEP	O	1	English
00599992-v	mengarik	DELETE	O	None	None
00087736-v	mengambil	DELETE	O	None	None
90000186-n	robertson quay	KEEP	None	None	None
04219424-n	sutera	KEEP	None	1	Slovene
05856388-n	nilai	KEEP	Y	1	Spanish
02506555-a	beragam	KEEP	Y	None	None
02423284-a	rapi	KEEP	O	None	None
01477806-a	wanita	KEEP	O	None	None
15228378-n	jam	KEEP	Y	1	Finnish
00024356-r	enggak	KEEP	None	None	None
04296562-n	panggung	KEEP	O	1	English
00488187-a	jarang sekali terdapat,luar biasa	DELETE	X	None	None
01552419-a	ramai	KEEP	O	None	None
01158181-v	melalap	DELETE	O	None	None
14708720-n	alkohol	KEEP	O	1	Slovene
01052428-a	wangi	KEEP	O	None	None
03748886-n	produk	KEEP	Y	1	English
00158309-r	saja	KEEP	O	None	None
01828736-v	menikmati	KEEP	O	None	None
02568672-v	membuat	DELETE	O	None	None
00770437-v	mendatangkan	DELETE	O	None	None
01199751-a	seragam	KEEP	O	None	None
00004722-r	cuma	KEEP	O	None	None
07966927-n	bisnis	KEEP	O	1	English
08489497-n	disini	DELETE	X	1	English
12433081-n	bawang	KEEP	Y	1	Polish
00819274-n	pelestarian	KEEP	O	1	Japanese
01999218-v	mengemudikan	DELETE	O	None	None
10689878-n	bakat	KEEP	O	1	English
90000187-n	rumah makan minang	KEEP	None	None	None
01635146-a	berdiri	KEEP	Y	None	None
03788195-n	sultan	KEEP	None	1	English
02353088-v	berebut	KEEP	None	None	None
80001374-n	limau purut	KEEP	None	None	None
02236124-v	membenarkan masuk	DELETE	X	None	None
01428578-v	menjadikan	DELETE	O	None	None
15149472-n	1940-an	KEEP	None	1	English
03291819-n	amplop	KEEP	X	1	Spanish
01032040-n	upacara	KEEP	O	1	English
00119139-r	walau	KEEP	O	None	None
08497294-n	wilayah	KEEP	O	1	Finnish
00567161-a	tertaut	KEEP	None	None	None
00230746-v	menjadi	KEEP	O	None	None
01768086-a	pribadi	KEEP	O	None	None
02686471-v	mengajak	DELETE	O	None	None
13765396-n	sebotol	KEEP	None	1	Polish
07196075-n	wawancara	KEEP	O	1	English
02560585-v	aktiviti	DELETE	None	None	None
14017206-n	tidak berdaya	KEEP	X	1	English
09284015-n	hutan	KEEP	Y	1	Portuguese
01767329-a	personal	KEEP	Y	None	None
00324427-v	mendidih	KEEP	O	None	None
02229550-v	menurun	KEEP	L	None	None
00488187-a	menghairankan	DELETE	None	None	None
02479323-v	pembekalan	DELETE	Y	None	None
03671668-n	garisan	DELETE	None	1	English
09918248-n	anak	KEEP	Y	1	Spanish
08908954-n	sumatera	KEEP	None	1	Portuguese
04559994-n	hazard	KEEP	None	None	None
05984584-n	pengalaman	KEEP	Y	1	English
04054213-n	mrt singapura	DELETE	X	1	Finnish
01156834-v	mengalami	DELETE	O	None	None
07165086-n	penawaran	KEEP	O	1	Spanish
02686568-n	pesawat	KEEP	Y	1	Greek
08588152-n	sebelah dalam	DELETE	X	1	English
01173933-v	mengganyang	KEEP	None	None	None
90000049-n	kaum peranakan	KEEP	None	None	None
00182406-v	menambah isi	KEEP	X	None	None
90000167-n	Thekchen Choling	KEEP	None	None	None
08544813-n	negara	KEEP	O	1	Arabic
00085512-r	khusus	KEEP	O	None	None
07026352-n	opera	KEEP	Y	1	Polish
80001132-n	ku-	KEEP	None	None	None
01847845-v	didatangkan	KEEP	None	None	None
00238022-n	penyertaan	DELETE	O	1	Spanish
80001085-n	Ibu	KEEP	None	None	None
01495912-a	besar	KEEP	None	None	None
02525044-v	berhasil	KEEP	Y	None	None
01912159-v	menjelajahi	KEEP	O	None	None
02677097-v	mengenai	KEEP	O	None	None
02276305-a	berbuih	KEEP	O	None	None
00547616-n	pukulan	KEEP	O	1	English
08561583-n	selatan	KEEP	O	1	English
09776807-n	pecinta	KEEP	None	1	English
02225510-a	terampil	KEEP	Y	None	None
02020590-v	mendarat	DELETE	O	None	None
80000101-n	teh tarik	KEEP	None	None	None
07886572-n	buat	DELETE	O	1	English
02286687-v	menemukan	KEEP	O	None	None
02161982-a	penting	KEEP	O	None	None
01984695-n	crayfish	KEEP	None	1	English
00488561-a	jarang	KEEP	O	None	None
04946877-n	tekstur	KEEP	Y	1	English
00449332-a	arah	KEEP	None	None	None
02741546-v	membutuhkan	DELETE	O	None	None
00034574-n	kebaikan hati	KEEP	X	1	Slovene
01410606-a	menyerupai	KEEP	Y	None	None
02402825-v	memensiunkan	DELETE	O	None	None
01662771-v	mengacu	KEEP	O	None	None
02648253-v	abadikan	KEEP	X	None	None
00414080-a	neo-klasik	KEEP	None	None	None
01679806-v	hiasi	KEEP	L	None	None
02418421-v	bermain	KEEP	O	None	None
00900616-a	pokok	KEEP	Y	None	None
07669788-n	babi panggang	KEEP	X	None	None
00979862-a	cepat	KEEP	O	None	None
03287178-n	hasil	KEEP	Y	1	English
13748622-n	24	KEEP	None	None	None
02636516-v	bawa	KEEP	O	None	None
02280969-a	seru	KEEP	None	None	None
08430568-n	garisan	DELETE	None	1	Thai
00048374-n	tiba	KEEP	O	3	Finnish, English, Spanish
03671473-n	talian	DELETE	None	1	Spanish
01971280-n	cumi	KEEP	X	1	English
00001740-a	keahlian	KEEP	O	None	None
04203889-n	perbelanjaan	KEEP	Y	1	English
02460199-v	menyewakan	KEEP	O	None	None
00243918-n	masakan	KEEP	O	1	English
13903576-n	pinggir	KEEP	O	1	Finnish
02305586-v	mendapatkan	KEEP	Y	None	None
14474264-n	berkat	KEEP	O	1	Slovene
01688757-a	dangkal	DELETE	O	None	None
07555184-n	keinginan	KEEP	O	1	Greek
02685951-v	mengoperkan	DELETE	O	None	None
00631378-n	praktek	KEEP	None	1	English
90000325-n	belachan	KEEP	None	None	None
10732967-n	akrobat	KEEP	O	1	English
00973192-a	bergaya	KEEP	None	None	None
01012855-a	perdana	KEEP	O	None	None
05982915-n	ide	KEEP	Y	1	English
02526085-v	melaksanakan	DELETE	Y	None	None
00274724-v	mengikis	KEEP	L	None	None
07829412-n	kuah	KEEP	Y	1	Spanish
00031899-r	sungguh	KEEP	Y	None	None
00951831-a	bhg dlm	DELETE	X	None	None
00257770-n	mandi	KEEP	O	1	English
01917980-v	berjalan-jalan	KEEP	Y	None	None
90000070-n	nabi ibrahim	KEEP	None	None	None
02020590-v	mengantongi	DELETE	O	None	None
01842367-v	meninggalkan	KEEP	O	None	None
01400562-a	halal	KEEP	O	None	None
02620587-v	mewakili	DELETE	O	None	None
02016523-v	masuk	KEEP	Y	None	None
01729566-a	tua	KEEP	O	None	None
00429060-v	mengurangi	KEEP	Y	None	None
06427387-n	ensikopledia	KEEP	None	1	Greek
15159583-n	hari	KEEP	Y	1	Polish
04136161-n	sari	KEEP	O	1	English
01975138-a	berhubungan	KEEP	O	None	None
09480809-n	dunia	KEEP	O	1	Arabic
00598954-v	temukan	KEEP	None	None	None
00820075-v	menolak	KEEP	O	None	None
00060632-r	sebelum ini	KEEP	X	None	None
01091234-a	dekoratif	KEEP	O	None	None
00213794-v	dapat	DELETE	Y	None	None
00350104-v	lanjutkan	KEEP	None	None	None
01599445-a	lazim	DELETE	O	None	None
01496976-a	berarti	KEEP	O	None	None
08672738-n	perkampungan	KEEP	O	2	English, Portuguese
05752296-n	power	KEEP	None	None	None
00464513-a	masuk akal	KEEP	None	None	None
02647497-v	wujud	DELETE	O	None	None
01664172-v	terbuat	KEEP	None	None	None
01807219-a	menyenangkan	KEEP	O	None	None
00046299-r	terlalu	KEEP	O	None	None
02588677-v	berteman	KEEP	None	None	None
00784342-v	tanyakan	KEEP	None	None	None
00652900-v	banding	KEEP	Y	None	None
02284169-a	lisan	KEEP	O	None	None
13386465-n	pembayaran tunai	KEEP	X	1	English
03485997-n	pegangan	KEEP	O	1	English
01674242-a	biasa saja	DELETE	X	None	None
00809465-n	milik	KEEP	Y	1	English
01188725-v	berkehendakkan	DELETE	None	None	None
01756292-a	bersifat sementara	KEEP	X	None	None
01400562-a	hukum	KEEP	None	None	None
02161432-a	penting	KEEP	Y	None	None
07931733-n	air	DELETE	O	None	None
90000030-n	Festival Musik Mosaic	KEEP	None	None	None
01648126-v	mementaskan	KEEP	O	None	None
11454591-n	banjir	KEEP	Y	1	English
02547586-v	bantu	KEEP	Y	None	None
01110274-n	niaga	KEEP	Y	1	English
10009276-n	penyidik	KEEP	None	1	English
05915584-n	yin	KEEP	None	1	Finnish
01380122-v	menularkan	DELETE	O	None	None
02148788-v	menampilkan	KEEP	O	None	None
01982395-v	membajau	DELETE	O	None	None
02727883-v	jual	KEEP	L	None	None
08111419-n	jenis	KEEP	O	1	English
07783667-n	ikan teri	KEEP	X	1	English
13365286-n	mata pencaharian	KEEP	None	1	English
00023271-n	pengetahuan	KEEP	O	2	English, Spanish
02950711-a	strategis	KEEP	Y	None	None
14792703-n	sakarida	KEEP	None	1	English
10655730-n	awak	KEEP	None	1	English
07652585-n	otak	KEEP	O	1	English
00118965-r	dulu	KEEP	O	None	None
00022829-r	sekali	KEEP	O	None	None
02418421-v	bermain-main	KEEP	O	None	None
01734502-v	ulang	KEEP	X	None	None
02058994-v	bergegaslah	KEEP	None	None	None
01664172-v	berisi	KEEP	None	None	None
07867616-n	cheese	KEEP	None	None	None
01284212-a	menyolok	KEEP	None	None	None
11838916-n	bugenvil	KEEP	O	None	None
15164957-n	hari	KEEP	O	1	Finnish
00829745-a	berpendidikan	KEEP	None	None	None
02169891-v	mendengarkan	KEEP	None	None	None
09254614-n	benua	KEEP	O	1	Polish
04101232-n	rolls	KEEP	None	1	English
02297142-v	ditawar-tawari	KEEP	None	None	None
00110533-r	sebelah dalam	DELETE	X	None	None
00927017-a	yang ada	KEEP	X	None	None
01427127-v	memasukkan	DELETE	O	None	None
02735753-v	sesuai	KEEP	Y	None	None
00972642-a	mutakhir	KEEP	O	None	None
00119139-r	walaupun	KEEP	O	None	None
90000060-n	lau pa sat festival market	KEEP	None	None	None
02346895-v	mengadopsi	KEEP	None	None	None
90000183-n	ngo hiang	KEEP	None	None	None
01156834-v	jadi	DELETE	O	None	None
07815588-n	lada	KEEP	O	1	English
00087736-v	membawa	DELETE	O	None	None
00181075-r	lepas	KEEP	None	None	None
01728614-a	purba	KEEP	O	None	None
01722980-v	penataan	KEEP	None	None	None
02402825-v	lepaskan	DELETE	X	None	None
06693198-n	pujian	KEEP	O	1	Spanish
07193596-n	pertanyaan	KEEP	Y	1	English
02727462-v	yang masih ada	KEEP	None	None	None
08593924-n	leluhur	DELETE	O	1	Spanish
00347610-v	bermain muzik	DELETE	X	None	None
00799076-v	hengkang	DELETE	O	None	None
00695209-a	berjaya	KEEP	O	None	None
00825807-a	oriental	KEEP	None	None	None
00059171-r	sangat baik	KEEP	X	None	None
00734054-v	membilang	DELETE	O	None	None
00027384-r	walaupun	KEEP	O	None	None
02526934-v	berhasil	KEEP	O	None	None
14450691-n	kebutuhan	KEEP	O	1	English
03541696-n	hotel	KEEP	Y	1	Portuguese
05870055-n	satu	KEEP	L	1	English
02150948-v	tontonan	KEEP	None	None	None
08401248-n	cabang	KEEP	O	1	Greek
13255145-n	pendapatan	KEEP	Y	1	Portuguese
02621395-v	membentuk watak	DELETE	X	None	None
02236124-v	memasukkan	DELETE	O	None	None
00076193-r	bolak-balik	KEEP	O	None	None
06799897-n	talian	DELETE	None	1	English
03727605-n	mahakarya	KEEP	O	1	English
77000076-a	dua-duanya	DELETE	None	None	None
14438788-n	nama	KEEP	O	1	English
07580253-n	khas	KEEP	Y	1	English
00893435-v	menjelaskan	KEEP	O	None	None
01667132-v	membetulkan	KEEP	O	None	None
07812184-n	rempah	KEEP	O	1	English
90000165-n	Tanjong Pagar	KEEP	None	None	None
15239579-n	musim	KEEP	O	1	English
00473572-v	mengasah	KEEP	O	None	None
01190683-a	sibuk	KEEP	O	None	None
01123148-a	bagus	KEEP	O	None	None
00183090-r	yang menakjubkan	KEEP	X	None	None
02631856-v	menunjukkan	KEEP	Y	None	None
00713558-a	yang penting	KEEP	X	None	None
05844105-n	gaya	KEEP	O	1	Portuguese
90000157-n	sentosa island	KEEP	None	None	None
02923745-a	hindi	KEEP	None	None	None
07490579-n	olah	KEEP	O	1	English
02727462-v	tinggal	KEEP	O	None	None
01525116-a	tidak bergerak	KEEP	None	None	None
80000201-n	Idul Adha	KEEP	None	None	None
03841417-n	karya	KEEP	Y	2	Portuguese, Spanish
14924602-n	jade	KEEP	None	1	Thai
13926786-n	suatu situasi tertentu	DELETE	X	1	English
04677514-n	bentuk	KEEP	O	1	English
01413247-a	bakal	KEEP	O	None	None
00389231-a	hitam	KEEP	O	None	None
01829292-v	bakar	KEEP	L	None	None
02008396-v	berangkat	KEEP	O	None	None
01394075-a	mini	KEEP	O	None	None
05839024-n	kelas	KEEP	O	1	English
01645601-v	menjadikan	KEEP	O	None	None
02110220-v	alami	KEEP	None	None	None
13748890-n	26	KEEP	None	None	None
09347779-n	rawa	KEEP	O	1	English
01197014-v	menghabiskan	DELETE	O	None	None
07709333-n	sayuran	KEEP	None	1	English
02526085-v	mencapai	KEEP	Y	None	None
90000090-n	semenanjung melayu	KEEP	None	None	None
00576451-n	aksi	KEEP	L	1	English
01638438-a	lama	KEEP	O	None	None
00065294-r	dua kali	KEEP	X	None	None
13745270-n	9	KEEP	None	1	English
08061042-n	bisnis	KEEP	O	1	English
07447641-n	pesta	KEEP	Y	1	Portuguese
08929922-n	perancis	KEEP	X	1	English
01670669-a	korporat	KEEP	O	None	None
01378556-v	tersiar	KEEP	O	None	None
06601327-n	maksud	KEEP	Y	1	English
00098625-n	pelayanan	KEEP	None	1	Polish
01573515-v	putus	KEEP	O	None	None
01380122-v	menyemaikan	DELETE	O	None	None
01588876-v	bermerek	KEEP	None	None	None
01180351-v	tersaji	KEEP	Y	None	None
01605327-a	selatan	KEEP	O	None	None
00829107-v	diajarkan	KEEP	None	None	None
01904930-v	jalan	KEEP	Y	None	None
00272951-r	seberang	KEEP	Y	None	None
10694258-n	guru	KEEP	Y	1	Portuguese
08613593-n	di luar	KEEP	None	1	English
00051848-r	langsung	KEEP	O	None	None
00935103-a	terjangkau	KEEP	Y	None	None
00453803-v	menambah	KEEP	O	None	None
02678839-v	mempesona	KEEP	X	None	None
00341917-v	tiba	KEEP	O	None	None
00968211-v	membagi	KEEP	O	None	None
05332802-n	ginjal	KEEP	Y	1	Portuguese
03024132-a	eurasia	KEEP	None	None	None
02355596-v	mengambil	DELETE	O	None	None
00617422-a	onde-onde	KEEP	None	None	None
00283911-v	warna	KEEP	O	None	None
07649854-n	daging	KEEP	Y	1	Spanish
02059462-v	berlomba	KEEP	O	None	None
12587803-n	kelapa	KEEP	O	2	Slovene, English
01385773-a	raksasa	KEEP	O	None	None
08489627-n	sana	KEEP	O	1	English
00049003-n	tindakan memasuki	DELETE	X	1	Spanish
02968325-a	eropa	KEEP	None	None	None
03767745-n	menara	KEEP	None	1	Arabic
01001857-v	terdaftar	KEEP	L	None	None
01024190-v	menyebutkan	KEEP	O	None	None
11448343-n	angin timur	KEEP	O	1	Finnish
07560542-n	makanan halal	KEEP	X	1	English
01437963-a	panjang	KEEP	Y	None	None
02006834-v	menabrak	DELETE	O	None	None
00075161-r	balik	KEEP	Y	None	None
01959294-a	berkala	KEEP	Y	None	None
00069164-r	disepanjang	KEEP	None	None	None
02387486-v	mendidik	KEEP	O	None	None
08558155-n	kerajaan	KEEP	O	1	English
80001116-n	keropok	DELETE	None	None	None
04073547-n	relik	KEEP	O	1	Spanish
02648639-v	tinggal	KEEP	O	None	None
00014285-r	banyak	KEEP	O	None	None
00251791-v	berasal	KEEP	O	None	None
06706676-n	medali	KEEP	Y	1	Slovene
02398608-a	tajam	KEEP	O	None	None
08652970-n	ruang	KEEP	O	1	English
14939445-n	cecair	DELETE	None	1	English
01777210-v	menyukai	KEEP	O	None	None
14475661-n	kerugian	KEEP	O	1	English
02608347-v	dijelajahi	KEEP	None	None	None
07503260-n	jijik	KEEP	O	1	Portuguese
14526182-n	suasana	KEEP	Y	1	English
01228645-n	perhatian	KEEP	O	1	Portuguese
77000023-n	-mu	KEEP	None	None	None
01326528-v	memakan	DELETE	O	None	None
90000224-n	kampong glam	KEEP	None	None	None
08441203-n	undang-undang	KEEP	Y	1	Spanish
00956131-a	jujur	KEEP	Y	None	None
01119169-v	serang	KEEP	O	None	None
00886448-a	berlaga	KEEP	None	None	None
02004874-v	pulang	KEEP	Y	None	None
09316454-n	pulau kecil	KEEP	X	1	Spanish
10176679-n	pekerja	KEEP	O	1	English
02039679-v	terbenam	KEEP	O	None	None
07515790-n	kedamaian	KEEP	Y	1	Portuguese
01552519-v	potong	KEEP	L	None	None
02704349-v	berukuran	KEEP	O	None	None
00759944-v	shalat	KEEP	X	None	None
07886572-n	bru	DELETE	X	1	English
01749184-v	cetakan	KEEP	O	None	None
01930482-v	mengendarai	KEEP	None	None	None
15150134-n	1960-an	KEEP	None	1	English
00120252-a	yang hidup	KEEP	X	None	None
02440461-a	tinggi	KEEP	None	None	None
04727214-n	udara	KEEP	O	1	Greek
02547586-v	membantu	KEEP	Y	None	None
01968165-a	sehari-hari	KEEP	Y	None	None
14526182-n	semangat	KEEP	Y	1	English
07702193-n	dumpling	KEEP	None	1	Slovene
13969700-n	kedamaian	KEEP	O	1	Slovene
00022131-r	se-	KEEP	None	None	None
09885145-n	pembeli	KEEP	O	1	Japanese
07328756-n	yang menghasilkan	KEEP	X	1	English
01639446-a	antik	KEEP	O	None	None
06636259-n	fakta	KEEP	Y	1	English
01180351-v	dilayani	KEEP	None	None	None
77000076-a	keduanya	DELETE	None	None	None
00833018-a	beroperasi	KEEP	O	None	None
90000003-n	armani exchange	KEEP	None	None	None
07729485-n	kedelai	KEEP	O	1	English
13308999-n	pajak	KEEP	O	1	Spanish
00331446-a	pinggir	KEEP	O	None	None
04248607-n	gambar	KEEP	O	1	Portuguese
02737876-v	menganggotai	DELETE	None	None	None
02678438-v	mengenai	KEEP	O	None	None
01772222-n	laba-laba	KEEP	O	1	Japanese
02905036-n	panggangan	KEEP	O	1	Finnish
07557434-n	santapan	DELETE	Y	1	English
00195786-r	tidak perlu	KEEP	None	None	None
07804323-n	bachang	KEEP	None	1	Portuguese
07601999-n	chocolate	KEEP	None	1	English
01348528-a	penting	KEEP	O	None	None
07797189-n	kakap	KEEP	O	1	English
02023107-v	bertemu	KEEP	Y	None	None
01410606-a	kayak	DELETE	O	None	None
02374451-n	kuda	KEEP	Y	1	English
02358034-v	buka	KEEP	O	None	None
02319428-v	promosi	KEEP	Y	None	None
00921014-a	seru	KEEP	O	None	None
10727944-n	trekker	KEEP	None	1	Finnish
11410625-n	akibat	KEEP	Y	1	English
13957268-n	hidup bersama	KEEP	X	2	English, Portuguese
04152829-n	layar	KEEP	Y	1	English
02467662-v	terbagi	KEEP	None	None	None
01508719-a	pedas	KEEP	None	None	None
00524682-v	memahirkan	DELETE	O	None	None
06891493-n	persembahan	KEEP	O	1	English
07491038-n	kegembiraan	KEEP	O	1	English
01853228-a	tertentu	DELETE	O	None	None
01579128-a	yang akhir	KEEP	X	None	None
01777210-v	laksana	DELETE	O	None	None
05115040-n	melimpah	KEEP	Y	1	English
90000307-n	penang	KEEP	None	None	None
08588152-n	bhg dalam	DELETE	X	1	English
01565921-v	menghabiskan keseluruh	DELETE	X	None	None
00120796-v	membawa	DELETE	O	None	None
13661273-n	dollar	KEEP	None	1	Spanish
01462005-v	mencampur	DELETE	O	None	None
13983304-n	cahaya	KEEP	O	2	Portuguese, Spanish
02394183-v	makan	DELETE	O	None	None
04451818-n	perkakas	KEEP	O	1	Portuguese
02062670-a	tetap sama	KEEP	None	None	None
01215392-n	berkat	KEEP	Y	1	English
04756635-n	kemungkinan	KEEP	O	1	Spanish
02818832-n	ranjang	KEEP	O	1	Portuguese
15210045-n	januari	KEEP	O	2	Slovene, Spanish
13862780-n	kelihatan spt	DELETE	X	1	Polish
01389776-v	masukkan	KEEP	X	None	None
00705891-a	cantik	KEEP	O	None	None
07583197-n	soup	KEEP	None	1	Finnish
01882170-v	jalan	KEEP	Y	None	None
02664769-v	setaraf	DELETE	O	None	None
00514884-a	sepanjang	KEEP	O	None	None
06647206-n	rekaman	KEEP	O	1	English
76100077-x	bentuk	KEEP	None	None	None
06099269-n	elektronik	KEEP	Y	1	English
09179606-n	sebaik	KEEP	None	1	Slovene
10720453-n	penjual	KEEP	O	1	Finnish
15168790-n	subuh	KEEP	Y	1	English
01824339-v	ingin	KEEP	O	None	None
05936704-n	kesan	KEEP	L	1	Portuguese
13956488-n	kebenaran	KEEP	Y	1	Greek
08833295-n	sydney	KEEP	None	2	English, Polish
02006834-v	sampai	DELETE	O	None	None
01620854-v	mengakhiri	KEEP	O	None	None
08219493-n	anak	KEEP	None	1	English
01161561-v	menggunakan	KEEP	O	None	None
00024073-r	non-	KEEP	None	None	None
00939444-a	misterius	KEEP	None	None	None
01850315-v	menggeser	KEEP	None	None	None
02717102-v	memasukkan	DELETE	O	None	None
14333433-n	siksaan	KEEP	O	1	English
00257269-v	berkembang	KEEP	O	None	None
00108647-r	kemari	KEEP	None	None	None
08588152-n	di dalam	KEEP	X	1	English
00298497-n	berkendara	KEEP	O	1	English
05162985-n	kehilangan	KEEP	O	1	English
02236124-v	makan	DELETE	O	None	None
08650157-n	sebelah	KEEP	O	1	English
00393105-a	plain	KEEP	None	None	None
02741546-v	terima	DELETE	O	None	None
